source_key,canonical_word,word_form,coverage_label,provenance
moe-high-school-2020,everybody,everybody,义务教育基础词汇,PDF第147页
moe-high-school-2020,everyday,everyday,义务教育基础词汇,PDF第147页
moe-high-school-2020,everyone,everyone,义务教育基础词汇,PDF第147页
moe-high-school-2020,everything,everything,义务教育基础词汇,PDF第147页
moe-high-school-2020,everywhere,everywhere,义务教育基础词汇,PDF第147页
moe-high-school-2020,evidence,evidence,高中选择性必修新增词汇,PDF第147页
moe-high-school-2020,exactly,exactly,义务教育基础词汇,PDF第147页
moe-high-school-2020,exam,exam,义务教育基础词汇,PDF第147页
moe-high-school-2020,exam,examination,义务教育基础词汇,PDF第147页
moe-high-school-2020,examine,examine,高中选择性必修新增词汇,PDF第147页
moe-high-school-2020,example,example,义务教育基础词汇,PDF第147页
moe-high-school-2020,excellent,excellent,义务教育基础词汇,PDF第147页
moe-high-school-2020,except,except,义务教育基础词汇,PDF第147页
moe-high-school-2020,exceptional,exceptional,高中选择性必修新增词汇,PDF第147页
moe-high-school-2020,exchange,exchange,高中必修新增词汇,PDF第147页
moe-high-school-2020,excited,excited,义务教育基础词汇,PDF第147页
moe-high-school-2020,exciting,exciting,义务教育基础词汇,PDF第147页
moe-high-school-2020,excuse,excuse,义务教育基础词汇,PDF第147页
moe-high-school-2020,exercise,exercise,义务教育基础词汇,PDF第147页
moe-high-school-2020,exhibition,exhibition,高中选择性必修新增词汇,PDF第147页
moe-high-school-2020,exist,exist,高中必修新增词汇,PDF第147页
moe-high-school-2020,exit,exit,高中必修新增词汇,PDF第147页
moe-high-school-2020,expand,expand,高中选择性必修新增词汇,PDF第147页
moe-high-school-2020,expansion,expansion,高中选择性必修新增词汇,PDF第147页
moe-high-school-2020,expect,expect,义务教育基础词汇,PDF第147页
moe-high-school-2020,expectation,expectation,高中选择性必修新增词汇,PDF第147页
moe-high-school-2020,expense,expense,高中选择性必修新增词汇,PDF第147页
moe-high-school-2020,expensive,expensive,义务教育基础词汇,PDF第147页
moe-high-school-2020,experience,experience,义务教育基础词汇,PDF第147页
moe-high-school-2020,experiment,experiment,高中必修新增词汇,PDF第147页
moe-high-school-2020,expert,expert,高中必修新增词汇,PDF第147页
moe-high-school-2020,explain,explain,义务教育基础词汇,PDF第147页
moe-high-school-2020,explode,explode,高中选择性必修新增词汇,PDF第147页
moe-high-school-2020,explore,explore,高中必修新增词汇,PDF第147页
moe-high-school-2020,export,export,高中必修新增词汇,PDF第147页
moe-high-school-2020,expose,expose,高中选择性必修新增词汇,PDF第147页
moe-high-school-2020,exposure,exposure,高中选择性必修新增词汇,PDF第147页
moe-high-school-2020,express,express,义务教育基础词汇,PDF第147页
moe-high-school-2020,extend,extend,高中选择性必修新增词汇,PDF第147页
moe-high-school-2020,extension,extension,高中选择性必修新增词汇,PDF第147页
moe-high-school-2020,extent,extent,高中必修新增词汇,PDF第147页
moe-high-school-2020,external,external,高中必修新增词汇,PDF第147页
moe-high-school-2020,extinction,extinction,高中必修新增词汇,PDF第147页
moe-high-school-2020,extra,extra,高中必修新增词汇,PDF第147页
moe-high-school-2020,extraordinary,extraordinary,高中选择性必修新增词汇,PDF第147页
moe-high-school-2020,extremely,extremely,高中必修新增词汇,PDF第148页
moe-high-school-2020,eye,eye,义务教育基础词汇,PDF第148页
moe-high-school-2020,fabric,fabric,高中选择性必修新增词汇,PDF第148页
moe-high-school-2020,face,face,义务教育基础词汇,PDF第148页
moe-high-school-2020,facilitate,facilitate,高中选择性必修新增词汇,PDF第148页
moe-high-school-2020,facility,facility,高中必修新增词汇,PDF第148页
moe-high-school-2020,fact,fact,义务教育基础词汇,PDF第148页
moe-high-school-2020,factor,factor,高中必修新增词汇,PDF第148页
moe-high-school-2020,factory,factory,义务教育基础词汇,PDF第148页
moe-high-school-2020,fail,fail,义务教育基础词汇,PDF第148页
moe-high-school-2020,failure,failure,高中必修新增词汇,PDF第148页
moe-high-school-2020,fair,fair,义务教育基础词汇,PDF第148页
moe-high-school-2020,faith,faith,高中选择性必修新增词汇,PDF第148页
moe-high-school-2020,fall,fall,义务教育基础词汇,PDF第148页
moe-high-school-2020,false,false,高中选择性必修新增词汇,PDF第148页
moe-high-school-2020,familiar,familiar,高中必修新增词汇,PDF第148页
moe-high-school-2020,family,family,义务教育基础词汇,PDF第148页
moe-high-school-2020,famous,famous,义务教育基础词汇,PDF第148页
moe-high-school-2020,fan,fan,义务教育基础词汇,PDF第148页
moe-high-school-2020,fancy,fancy,高中必修新增词汇,PDF第148页
moe-high-school-2020,fantastic,fantastic,义务教育基础词汇,PDF第148页
moe-high-school-2020,fantasy,fantasy,高中选择性必修新增词汇,PDF第148页
moe-high-school-2020,far,far,义务教育基础词汇,PDF第148页
moe-high-school-2020,farm,farm,义务教育基础词汇,PDF第148页
moe-high-school-2020,farmer,farmer,义务教育基础词汇,PDF第148页
moe-high-school-2020,fashion,fashion,高中选择性必修新增词汇,PDF第148页
moe-high-school-2020,fast,fast,义务教育基础词汇,PDF第148页
moe-high-school-2020,fat,fat,义务教育基础词汇,PDF第148页
moe-high-school-2020,father,father,义务教育基础词汇,PDF第148页
moe-high-school-2020,fault,fault,高中选择性必修新增词汇,PDF第148页
moe-high-school-2020,favour,favor,高中选择性必修新增词汇,PDF第148页
moe-high-school-2020,favourite,favorite,义务教育基础词汇,PDF第148页
moe-high-school-2020,favour,favour,高中选择性必修新增词汇,PDF第148页
moe-high-school-2020,favourite,favourite,义务教育基础词汇,PDF第148页
moe-high-school-2020,fear,fear,义务教育基础词汇,PDF第148页
moe-high-school-2020,feature,feature,高中必修新增词汇,PDF第148页
moe-high-school-2020,february,february,义务教育基础词汇,PDF第148页
moe-high-school-2020,fee,fee,高中选择性必修新增词汇,PDF第148页
moe-high-school-2020,feed,feed,义务教育基础词汇,PDF第148页
moe-high-school-2020,feel,feel,义务教育基础词汇,PDF第148页
moe-high-school-2020,feeling,feeling,义务教育基础词汇,PDF第148页
moe-high-school-2020,foot,feet,义务教育基础词汇,PDF第149页
moe-high-school-2020,fellow,fellow,高中选择性必修新增词汇,PDF第148页
moe-high-school-2020,female,female,高中必修新增词汇,PDF第148页
moe-high-school-2020,fence,fence,高中选择性必修新增词汇,PDF第148页
moe-high-school-2020,festival,festival,义务教育基础词汇,PDF第148页
moe-high-school-2020,fetch,fetch,高中选择性必修新增词汇,PDF第148页
moe-high-school-2020,fever,fever,义务教育基础词汇,PDF第148页
moe-high-school-2020,few,few,义务教育基础词汇,PDF第148页
moe-high-school-2020,fibre,fiber,高中选择性必修新增词汇,PDF第148页
moe-high-school-2020,fibre,fibre,高中选择性必修新增词汇,PDF第148页
moe-high-school-2020,fiction,fiction,高中选择性必修新增词汇,PDF第148页
moe-high-school-2020,field,field,义务教育基础词汇,PDF第148页
moe-high-school-2020,fifteen,fifteen,义务教育基础词汇,PDF第148页
moe-high-school-2020,fifth,fifth,义务教育基础词汇,PDF第148页
moe-high-school-2020,fifty,fifty,义务教育基础词汇,PDF第148页
moe-high-school-2020,fight,fight,义务教育基础词汇,PDF第148页
moe-high-school-2020,figure,figure,高中必修新增词汇,PDF第148页
moe-high-school-2020,file,file,高中必修新增词汇,PDF第149页
moe-high-school-2020,fill,fill,义务教育基础词汇,PDF第149页
moe-high-school-2020,film,film,义务教育基础词汇,PDF第149页
moe-high-school-2020,finally,finally,义务教育基础词汇,PDF第149页
moe-high-school-2020,finance,finance,高中选择性必修新增词汇,PDF第149页
moe-high-school-2020,financial,financial,高中选择性必修新增词汇,PDF第149页
moe-high-school-2020,find,find,义务教育基础词汇,PDF第149页
moe-high-school-2020,finding,finding,高中选择性必修新增词汇,PDF第149页
moe-high-school-2020,fine,fine,义务教育基础词汇,PDF第149页
moe-high-school-2020,finger,finger,义务教育基础词汇,PDF第149页
moe-high-school-2020,finish,finish,义务教育基础词汇,PDF第149页
moe-high-school-2020,fire,fire,义务教育基础词汇,PDF第149页
moe-high-school-2020,firm,firm,高中选择性必修新增词汇,PDF第149页
moe-high-school-2020,first,first,义务教育基础词汇,PDF第149页
moe-high-school-2020,fish,fish,义务教育基础词汇,PDF第149页
moe-high-school-2020,fisherman,fisherman,义务教育基础词汇,PDF第149页
moe-high-school-2020,fist,fist,高中选择性必修新增词汇,PDF第149页
moe-high-school-2020,fit,fit,义务教育基础词汇,PDF第149页
moe-high-school-2020,five,five,义务教育基础词汇,PDF第149页
moe-high-school-2020,fix,fix,义务教育基础词汇,PDF第149页
moe-high-school-2020,flag,flag,义务教育基础词汇,PDF第149页
moe-high-school-2020,flash,flash,高中必修新增词汇,PDF第149页
moe-high-school-2020,flat,flat,高中必修新增词汇,PDF第149页
moe-high-school-2020,flavour,flavor,高中选择性必修新增词汇,PDF第149页
moe-high-school-2020,flavour,flavour,高中选择性必修新增词汇,PDF第149页
moe-high-school-2020,flexible,flexible,高中必修新增词汇,PDF第149页
moe-high-school-2020,flight,flight,高中必修新增词汇,PDF第149页
moe-high-school-2020,flood,flood,高中必修新增词汇,PDF第149页
moe-high-school-2020,floor,floor,义务教育基础词汇,PDF第149页
moe-high-school-2020,flour,flour,高中选择性必修新增词汇,PDF第149页
moe-high-school-2020,flow,flow,高中选择性必修新增词汇,PDF第149页
moe-high-school-2020,flower,flower,义务教育基础词汇,PDF第149页
moe-high-school-2020,flu,flu,高中选择性必修新增词汇,PDF第149页
moe-high-school-2020,fluent,fluent,高中选择性必修新增词汇,PDF第149页
moe-high-school-2020,fly,fly,义务教育基础词汇,PDF第149页
moe-high-school-2020,focus,focus,高中必修新增词汇,PDF第149页
moe-high-school-2020,foggy,foggy,高中选择性必修新增词汇,PDF第149页
moe-high-school-2020,fold,fold,高中选择性必修新增词汇,PDF第149页
moe-high-school-2020,folk,folk,高中选择性必修新增词汇,PDF第149页
moe-high-school-2020,follow,follow,义务教育基础词汇,PDF第149页
moe-high-school-2020,fond,fond,高中选择性必修新增词汇,PDF第149页
moe-high-school-2020,food,food,义务教育基础词汇,PDF第149页
moe-high-school-2020,foot,foot,义务教育基础词汇,PDF第149页
moe-high-school-2020,football,football,义务教育基础词汇,PDF第149页
moe-high-school-2020,for,for,义务教育基础词汇,PDF第149页
moe-high-school-2020,force,force,义务教育基础词汇,PDF第149页
moe-high-school-2020,forecast,forecast,高中选择性必修新增词汇,PDF第149页
moe-high-school-2020,forehead,forehead,高中选择性必修新增词汇,PDF第149页
moe-high-school-2020,foreign,foreign,义务教育基础词汇,PDF第149页
moe-high-school-2020,forest,forest,义务教育基础词汇,PDF第149页
moe-high-school-2020,forever,forever,高中选择性必修新增词汇,PDF第149页
moe-high-school-2020,forget,forget,义务教育基础词汇,PDF第149页
moe-high-school-2020,forgive,forgive,高中选择性必修新增词汇,PDF第149页
moe-high-school-2020,fork,fork,义务教育基础词汇,PDF第149页
moe-high-school-2020,form,form,义务教育基础词汇,PDF第149页
moe-high-school-2020,formal,formal,高中必修新增词汇,PDF第149页
moe-high-school-2020,format,format,高中选择性必修新增词汇,PDF第149页
moe-high-school-2020,former,former,高中必修新增词汇,PDF第150页
moe-high-school-2020,fortunately,fortunately,高中必修新增词汇,PDF第150页
moe-high-school-2020,forty,forty,义务教育基础词汇,PDF第150页
moe-high-school-2020,forward,forward,高中必修新增词汇,PDF第150页
moe-high-school-2020,found,found,高中选择性必修新增词汇,PDF第150页
moe-high-school-2020,foundation,foundation,高中选择性必修新增词汇,PDF第150页
moe-high-school-2020,fountain,fountain,高中选择性必修新增词汇,PDF第150页
moe-high-school-2020,four,four,义务教育基础词汇,PDF第150页
moe-high-school-2020,fourteen,fourteen,义务教育基础词汇,PDF第150页
moe-high-school-2020,fourth,fourth,义务教育基础词汇,PDF第150页
moe-high-school-2020,fox,fox,高中选择性必修新增词汇,PDF第150页
moe-high-school-2020,france,france,义务教育基础词汇,PDF第150页
moe-high-school-2020,frank,frank,高中必修新增词汇,PDF第150页
moe-high-school-2020,free,free,义务教育基础词汇,PDF第150页
moe-high-school-2020,freedom,freedom,高中选择性必修新增词汇,PDF第150页
moe-high-school-2020,freeze,freeze,高中选择性必修新增词汇,PDF第150页
moe-high-school-2020,french,french,义务教育基础词汇,PDF第150页
moe-high-school-2020,frequency,frequency,高中选择性必修新增词汇,PDF第150页
moe-high-school-2020,frequently,frequently,高中必修新增词汇,PDF第150页
moe-high-school-2020,fresh,fresh,义务教育基础词汇,PDF第150页
moe-high-school-2020,friction,friction,高中选择性必修新增词汇,PDF第150页
moe-high-school-2020,friday,friday,义务教育基础词汇,PDF第150页
moe-high-school-2020,fridge,fridge,义务教育基础词汇,PDF第150页
moe-high-school-2020,friend,friend,义务教育基础词汇,PDF第150页
moe-high-school-2020,friendly,friendly,义务教育基础词汇,PDF第150页
moe-high-school-2020,friendship,friendship,义务教育基础词汇,PDF第150页
moe-high-school-2020,frightened,frightened,高中必修新增词汇,PDF第150页
moe-high-school-2020,frog,frog,高中选择性必修新增词汇,PDF第150页
moe-high-school-2020,from,from,义务教育基础词汇,PDF第150页
moe-high-school-2020,front,front,义务教育基础词汇,PDF第150页
moe-high-school-2020,frontier,frontier,高中选择性必修新增词汇,PDF第150页
moe-high-school-2020,frost,frost,高中选择性必修新增词汇,PDF第150页
moe-high-school-2020,fruit,fruit,义务教育基础词汇,PDF第150页
moe-high-school-2020,fry,fry,高中选择性必修新增词汇,PDF第150页
moe-high-school-2020,fuel,fuel,高中选择性必修新增词汇,PDF第150页
moe-high-school-2020,full,full,义务教育基础词汇,PDF第150页
moe-high-school-2020,fun,fun,义务教育基础词汇,PDF第150页
moe-high-school-2020,function,function,高中必修新增词汇,PDF第150页
moe-high-school-2020,fund,fund,高中必修新增词汇,PDF第150页
moe-high-school-2020,fundamental,fundamental,高中选择性必修新增词汇,PDF第150页
moe-high-school-2020,funny,funny,义务教育基础词汇,PDF第150页
moe-high-school-2020,furniture,furniture,高中选择性必修新增词汇,PDF第150页
moe-high-school-2020,further,further,高中必修新增词汇,PDF第150页
moe-high-school-2020,future,future,义务教育基础词汇,PDF第150页
moe-high-school-2020,gain,gain,高中选择性必修新增词汇,PDF第150页
moe-high-school-2020,gallery,gallery,高中选择性必修新增词汇,PDF第150页
moe-high-school-2020,game,game,义务教育基础词汇,PDF第150页
moe-high-school-2020,gap,gap,高中必修新增词汇,PDF第150页
moe-high-school-2020,garbage,garbage,高中选择性必修新增词汇,PDF第150页
moe-high-school-2020,garden,garden,义务教育基础词汇,PDF第150页
moe-high-school-2020,garlic,garlic,高中选择性必修新增词汇,PDF第150页
moe-high-school-2020,gas,gas,高中必修新增词汇,PDF第150页
moe-high-school-2020,gate,gate,义务教育基础词汇,PDF第150页
moe-high-school-2020,gather,gather,高中必修新增词汇,PDF第150页
moe-high-school-2020,gender,gender,高中选择性必修新增词汇,PDF第151页
moe-high-school-2020,general,general,义务教育基础词汇,PDF第151页
moe-high-school-2020,generate,generate,高中选择性必修新增词汇,PDF第151页
moe-high-school-2020,generation,generation,高中必修新增词汇,PDF第151页
moe-high-school-2020,generous,generous,高中必修新增词汇,PDF第151页
moe-high-school-2020,genius,genius,高中选择性必修新增词汇,PDF第151页
moe-high-school-2020,gentle,gentle,高中选择性必修新增词汇,PDF第151页
moe-high-school-2020,gentleman,gentleman,义务教育基础词汇,PDF第151页
moe-high-school-2020,genuine,genuine,高中选择性必修新增词汇,PDF第151页
moe-high-school-2020,geography,geography,义务教育基础词汇,PDF第151页
moe-high-school-2020,geometry,geometry,高中选择性必修新增词汇,PDF第151页
moe-high-school-2020,german,german,义务教育基础词汇,PDF第151页
moe-high-school-2020,germany,germany,义务教育基础词汇,PDF第151页
moe-high-school-2020,get,get,义务教育基础词汇,PDF第151页
moe-high-school-2020,gift,gift,义务教育基础词汇,PDF第151页
moe-high-school-2020,gifted,gifted,高中选择性必修新增词汇,PDF第151页
moe-high-school-2020,giraffe,giraffe,义务教育基础词汇,PDF第151页
moe-high-school-2020,girl,girl,义务教育基础词汇,PDF第151页
moe-high-school-2020,give,give,义务教育基础词汇,PDF第151页
moe-high-school-2020,glad,glad,义务教育基础词汇,PDF第151页
moe-high-school-2020,glass,glass,义务教育基础词汇,PDF第151页
moe-high-school-2020,global,global,高中必修新增词汇,PDF第151页
moe-high-school-2020,globe,globe,高中选择性必修新增词汇,PDF第151页
moe-high-school-2020,glove,glove,义务教育基础词汇,PDF第151页
moe-high-school-2020,glue,glue,义务教育基础词汇,PDF第151页
moe-high-school-2020,go,go,义务教育基础词汇,PDF第151页
moe-high-school-2020,goal,goal,高中必修新增词汇,PDF第151页
moe-high-school-2020,goat,goat,高中选择性必修新增词汇,PDF第151页
moe-high-school-2020,gold,gold,义务教育基础词汇,PDF第151页
moe-high-school-2020,golf,golf,高中选择性必修新增词汇,PDF第151页
moe-high-school-2020,good,good,义务教育基础词汇,PDF第151页
moe-high-school-2020,goodbye,goodbye,义务教育基础词汇,PDF第151页
moe-high-school-2020,goods,goods,高中必修新增词汇,PDF第151页
moe-high-school-2020,government,government,义务教育基础词汇,PDF第151页
moe-high-school-2020,grab,grab,高中选择性必修新增词汇,PDF第151页
moe-high-school-2020,grade,grade,义务教育基础词汇,PDF第151页
moe-high-school-2020,gradually,gradually,高中选择性必修新增词汇,PDF第151页
moe-high-school-2020,graduate,graduate,高中必修新增词汇,PDF第151页
moe-high-school-2020,grain,grain,高中选择性必修新增词汇,PDF第151页
moe-high-school-2020,gramme,gram,高中选择性必修新增词汇,PDF第151页
moe-high-school-2020,grammar,grammar,义务教育基础词汇,PDF第151页
moe-high-school-2020,gramme,gramme,高中选择性必修新增词汇,PDF第151页
moe-high-school-2020,grand,grand,高中选择性必修新增词汇,PDF第151页
moe-high-school-2020,granddaughter,granddaughter,义务教育基础词汇,PDF第151页
moe-high-school-2020,grandfather,grandfather,义务教育基础词汇,PDF第151页
moe-high-school-2020,grandmother,grandma,义务教育基础词汇,PDF第151页
moe-high-school-2020,grandmother,grandmother,义务教育基础词汇,PDF第151页
moe-high-school-2020,grandfather,grandpa,义务教育基础词汇,PDF第151页
moe-high-school-2020,grandparent,grandparent,义务教育基础词汇,PDF第151页
moe-high-school-2020,grandson,grandson,义务教育基础词汇,PDF第151页
moe-high-school-2020,grape,grape,义务教育基础词汇,PDF第151页
moe-high-school-2020,grasp,grasp,高中选择性必修新增词汇,PDF第151页
moe-high-school-2020,grass,grass,义务教育基础词汇,PDF第151页
moe-high-school-2020,grateful,grateful,高中选择性必修新增词汇,PDF第151页
moe-high-school-2020,gravity,gravity,高中选择性必修新增词汇,PDF第151页
moe-high-school-2020,great,great,义务教育基础词汇,PDF第151页
moe-high-school-2020,greedy,greedy,高中选择性必修新增词汇,PDF第151页
moe-high-school-2020,green,green,义务教育基础词汇,PDF第151页
moe-high-school-2020,greenhouse,greenhouse,高中必修新增词汇,PDF第151页
moe-high-school-2020,greet,greet,高中选择性必修新增词汇,PDF第152页
moe-high-school-2020,grey,grey,义务教育基础词汇,PDF第152页
moe-high-school-2020,grocery,grocery,高中选择性必修新增词汇,PDF第152页
moe-high-school-2020,ground,ground,义务教育基础词汇,PDF第152页
moe-high-school-2020,group,group,义务教育基础词汇,PDF第152页
moe-high-school-2020,grow,grow,义务教育基础词汇,PDF第152页
moe-high-school-2020,guarantee,guarantee,高中选择性必修新增词汇,PDF第152页
moe-high-school-2020,guard,guard,义务教育基础词汇,PDF第152页
moe-high-school-2020,guess,guess,义务教育基础词汇,PDF第152页
moe-high-school-2020,guest,guest,义务教育基础词汇,PDF第152页
moe-high-school-2020,guidance,guidance,高中选择性必修新增词汇,PDF第152页
moe-high-school-2020,guide,guide,义务教育基础词汇,PDF第152页
moe-high-school-2020,guideline,guideline,高中必修新增词汇,PDF第152页
moe-high-school-2020,guilty,guilty,高中选择性必修新增词汇,PDF第152页
moe-high-school-2020,guitar,guitar,义务教育基础词汇,PDF第152页
moe-high-school-2020,gun,gun,义务教育基础词汇,PDF第152页
moe-high-school-2020,guy,guy,高中必修新增词汇,PDF第152页
moe-high-school-2020,gym,gym,高中必修新增词汇,PDF第152页
moe-high-school-2020,gymnastics,gymnastics,高中必修新增词汇,PDF第152页
moe-high-school-2020,habit,habit,义务教育基础词汇,PDF第152页
moe-high-school-2020,habitat,habitat,高中选择性必修新增词汇,PDF第152页
moe-high-school-2020,hair,hair,义务教育基础词汇,PDF第152页
moe-high-school-2020,half,half,义务教育基础词汇,PDF第152页
moe-high-school-2020,hall,hall,义务教育基础词汇,PDF第152页
moe-high-school-2020,ham,ham,高中选择性必修新增词汇,PDF第152页
moe-high-school-2020,hamburger,hamburger,义务教育基础词汇,PDF第152页
moe-high-school-2020,hand,hand,义务教育基础词汇,PDF第152页
moe-high-school-2020,handbag,handbag,义务教育基础词汇,PDF第152页
moe-high-school-2020,handkerchief,handkerchief,高中选择性必修新增词汇,PDF第152页
moe-high-school-2020,handle,handle,高中选择性必修新增词汇,PDF第152页
moe-high-school-2020,handsome,handsome,义务教育基础词汇,PDF第152页
moe-high-school-2020,handwriting,handwriting,高中选择性必修新增词汇,PDF第152页
moe-high-school-2020,hang,hang,义务教育基础词汇,PDF第152页
moe-high-school-2020,happen,happen,义务教育基础词汇,PDF第152页
moe-high-school-2020,happy,happy,义务教育基础词汇,PDF第152页
moe-high-school-2020,hard,hard,义务教育基础词汇,PDF第152页
moe-high-school-2020,hardly,hardly,义务教育基础词汇,PDF第152页
moe-high-school-2020,harm,harm,高中选择性必修新增词汇,PDF第152页
moe-high-school-2020,harmful,harmful,义务教育基础词汇,PDF第152页
moe-high-school-2020,harmonious,harmonious,高中选择性必修新增词汇,PDF第152页
moe-high-school-2020,harmony,harmony,高中选择性必修新增词汇,PDF第152页
moe-high-school-2020,harvest,harvest,高中选择性必修新增词汇,PDF第152页
moe-high-school-2020,have,has,义务教育基础词汇,PDF第152页
moe-high-school-2020,hat,hat,义务教育基础词汇,PDF第152页
moe-high-school-2020,hatch,hatch,高中选择性必修新增词汇,PDF第152页
moe-high-school-2020,hate,hate,义务教育基础词汇,PDF第152页
moe-high-school-2020,have,have,义务教育基础词汇,PDF第152页
moe-high-school-2020,he,he,义务教育基础词汇,PDF第152页
moe-high-school-2020,head,head,义务教育基础词汇,PDF第152页
moe-high-school-2020,headache,headache,义务教育基础词汇,PDF第152页
moe-high-school-2020,health,health,义务教育基础词汇,PDF第152页
moe-high-school-2020,healthy,healthy,义务教育基础词汇,PDF第152页
moe-high-school-2020,hear,hear,义务教育基础词汇,PDF第152页
moe-high-school-2020,heart,heart,义务教育基础词汇,PDF第152页
moe-high-school-2020,heat,heat,义务教育基础词汇,PDF第152页
moe-high-school-2020,heavy,heavy,义务教育基础词汇,PDF第153页
moe-high-school-2020,height,height,义务教育基础词汇,PDF第153页
moe-high-school-2020,hello,hello,义务教育基础词汇,PDF第153页
moe-high-school-2020,help,help,义务教育基础词汇,PDF第153页
moe-high-school-2020,helpful,helpful,义务教育基础词汇,PDF第153页
moe-high-school-2020,hen,hen,义务教育基础词汇,PDF第153页
moe-high-school-2020,hence,hence,高中选择性必修新增词汇,PDF第153页
moe-high-school-2020,her,her,义务教育基础词汇,PDF第153页
moe-high-school-2020,herb,herb,高中选择性必修新增词汇,PDF第153页
moe-high-school-2020,here,here,义务教育基础词汇,PDF第153页
moe-high-school-2020,hero,hero,义务教育基础词汇,PDF第153页
moe-high-school-2020,hers,hers,义务教育基础词汇,PDF第153页
moe-high-school-2020,herself,herself,义务教育基础词汇,PDF第153页
moe-high-school-2020,hesitate,hesitate,高中必修新增词汇,PDF第153页
moe-high-school-2020,hi,hi,义务教育基础词汇,PDF第153页
moe-high-school-2020,hide,hide,义务教育基础词汇,PDF第153页
moe-high-school-2020,high,high,义务教育基础词汇,PDF第153页
moe-high-school-2020,highlight,highlight,高中选择性必修新增词汇,PDF第153页
moe-high-school-2020,hike,hike,高中选择性必修新增词汇,PDF第153页
moe-high-school-2020,hill,hill,义务教育基础词汇,PDF第153页
moe-high-school-2020,him,him,义务教育基础词汇,PDF第153页
moe-high-school-2020,himself,himself,义务教育基础词汇,PDF第153页
moe-high-school-2020,hire,hire,高中选择性必修新增词汇,PDF第153页
moe-high-school-2020,his,his,义务教育基础词汇,PDF第153页
moe-high-school-2020,historic,historic,高中选择性必修新增词汇,PDF第153页
moe-high-school-2020,history,history,义务教育基础词汇,PDF第153页
moe-high-school-2020,hit,hit,义务教育基础词汇,PDF第153页
moe-high-school-2020,hobby,hobby,义务教育基础词汇,PDF第153页
moe-high-school-2020,hold,hold,义务教育基础词汇,PDF第153页
moe-high-school-2020,hole,hole,义务教育基础词汇,PDF第153页
moe-high-school-2020,holiday,holiday,义务教育基础词汇,PDF第153页
moe-high-school-2020,home,home,义务教育基础词汇,PDF第153页
moe-high-school-2020,hometown,hometown,义务教育基础词汇,PDF第153页
moe-high-school-2020,homework,homework,义务教育基础词汇,PDF第153页
moe-high-school-2020,honest,honest,义务教育基础词汇,PDF第153页
moe-high-school-2020,honey,honey,高中必修新增词汇,PDF第153页
moe-high-school-2020,honour,honor,高中必修新增词汇,PDF第153页
moe-high-school-2020,honour,honour,高中必修新增词汇,PDF第153页
moe-high-school-2020,hope,hope,义务教育基础词汇,PDF第153页
moe-high-school-2020,horrible,horrible,高中必修新增词汇,PDF第153页
moe-high-school-2020,horse,horse,义务教育基础词汇,PDF第153页
moe-high-school-2020,hospital,hospital,义务教育基础词汇,PDF第153页
moe-high-school-2020,host,host,高中必修新增词汇,PDF第153页
moe-high-school-2020,hot,hot,义务教育基础词汇,PDF第153页
moe-high-school-2020,hotel,hotel,义务教育基础词汇,PDF第153页
moe-high-school-2020,hour,hour,义务教育基础词汇,PDF第153页
moe-high-school-2020,house,house,义务教育基础词汇,PDF第153页
moe-high-school-2020,household,household,高中选择性必修新增词汇,PDF第153页
moe-high-school-2020,housework,housework,义务教育基础词汇,PDF第153页
moe-high-school-2020,housing,housing,高中选择性必修新增词汇,PDF第153页
moe-high-school-2020,how,how,义务教育基础词汇,PDF第153页
moe-high-school-2020,however,however,义务教育基础词汇,PDF第153页
moe-high-school-2020,hug,hug,高中必修新增词汇,PDF第153页
moe-high-school-2020,huge,huge,义务教育基础词汇,PDF第153页
moe-high-school-2020,human,human,义务教育基础词汇,PDF第153页
moe-high-school-2020,humble,humble,高中选择性必修新增词汇,PDF第153页
moe-high-school-2020,humorous,humorous,义务教育基础词汇,PDF第153页
moe-high-school-2020,hundred,hundred,义务教育基础词汇,PDF第154页
moe-high-school-2020,hungry,hungry,义务教育基础词汇,PDF第154页
moe-high-school-2020,hunt,hunt,高中选择性必修新增词汇,PDF第154页
moe-high-school-2020,hurricane,hurricane,高中必修新增词汇,PDF第154页
moe-high-school-2020,hurry,hurry,义务教育基础词汇,PDF第154页
moe-high-school-2020,hurt,hurt,义务教育基础词汇,PDF第154页
moe-high-school-2020,husband,husband,义务教育基础词汇,PDF第154页
moe-high-school-2020,hydrogen,hydrogen,高中选择性必修新增词汇,PDF第154页
moe-high-school-2020,ice,ice,义务教育基础词汇,PDF第154页
moe-high-school-2020,ice-cream,ice cream,义务教育基础词汇,PDF第154页
moe-high-school-2020,ice-cream,ice-cream,义务教育基础词汇,PDF第154页
moe-high-school-2020,idea,idea,义务教育基础词汇,PDF第154页
moe-high-school-2020,ideal,ideal,高中选择性必修新增词汇,PDF第154页
moe-high-school-2020,identical,identical,高中选择性必修新增词汇,PDF第154页
moe-high-school-2020,identify,identify,高中选择性必修新增词汇,PDF第154页
moe-high-school-2020,identity,identity,高中必修新增词汇,PDF第154页
moe-high-school-2020,idiom,idiom,高中选择性必修新增词汇,PDF第154页
moe-high-school-2020,if,if,义务教育基础词汇,PDF第154页
moe-high-school-2020,ignore,ignore,高中必修新增词汇,PDF第154页
moe-high-school-2020,ill,ill,义务教育基础词汇,PDF第154页
moe-high-school-2020,illegal,illegal,高中选择性必修新增词汇,PDF第154页
