entry_id,pdf_page,cet_level,canonical_word,word_form,display_form,member_kind,sense_number,source_family,normalization_rule,review_status,review_reason
1403-01,54,CET-4,despair,despair,despair,canonical,,despair desperate,literal,clean,
1403-02,54,CET-4,despair,desperate,desperate,derived,,despair desperate,literal,clean,
1404-01,54,CET-4,despatch,despatch,despatch,canonical,,despatch,literal,required,同一拼写同时出现在 CET-4 与 CET-6 词族中
1405-01,54,CET-6,despise,despise,despise,canonical,,despise,literal,clean,
1406-01,54,CET-4,despite,despite,despite,canonical,,despite,literal,clean,
1407-01,54,CET-4,dessert,dessert,dessert,canonical,,dessert,literal,clean,
1408-01,54,CET-4,destination,destination,destination,canonical,,destination,literal,clean,
1409-01,54,CET-6,destiny,destiny,destiny,canonical,,destiny destined,literal,clean,
1409-02,54,CET-6,destiny,destined,destined,derived,,destiny destined,literal,clean,
1410-01,54,CET-4,destroy,destroy,destroy,canonical,,destroy destruction destructive,literal,clean,
1410-02,54,CET-4,destroy,destruction,destruction,derived,,destroy destruction destructive,literal,clean,
1410-03,54,CET-4,destroy,destructive,destructive,derived,,destroy destruction destructive,literal,clean,
1411-01,54,CET-6,detach,detach,detach,canonical,,detach detached detachment,literal,clean,
1411-02,54,CET-6,detach,detached,detached,derived,,detach detached detachment,literal,clean,
1411-03,54,CET-6,detach,detachment,detachment,derived,,detach detached detachment,literal,clean,
1412-01,54,CET-4,detail,detail,detail,canonical,,detail detailed,literal,clean,
1412-02,54,CET-4,detail,detailed,detailed,derived,,detail detailed,literal,clean,
1413-01,54,CET-6,detain,detain,detain,canonical,,detain detention,literal,clean,
1413-02,54,CET-6,detain,detention,detention,derived,,detain detention,literal,clean,
1414-01,54,CET-4,detect,detect,detect,canonical,,detect detection detective,literal,clean,
1414-02,54,CET-4,detect,detection,detection,derived,,detect detection detective,literal,clean,
1414-03,54,CET-4,detect,detective,detective,derived,,detect detection detective,literal,clean,
1415-01,54,CET-6,deter,deter,deter,canonical,,deter deterrent,literal,clean,
1415-02,54,CET-6,deter,deterrent,deterrent,derived,,deter deterrent,literal,clean,
1416-01,54,CET-6,detergent,detergent,detergent,canonical,,detergent,literal,clean,
1417-01,54,CET-4,deteriorate,deteriorate,deteriorate,canonical,,deteriorate deterioration,literal,clean,
1417-02,54,CET-4,deteriorate,deterioration,deterioration,derived,,deteriorate deterioration,literal,clean,
1418-01,54,CET-4,determine,determine,determine,canonical,,determine determination determined,literal,clean,
1418-02,54,CET-4,determine,determination,determination,derived,,determine determination determined,literal,clean,
1418-03,54,CET-4,determine,determined,determined,derived,,determine determination determined,literal,clean,
1419-01,54,CET-6,detriment,detriment,detriment,canonical,,detriment detrimental,literal,clean,
1419-02,54,CET-6,detriment,detrimental,detrimental,derived,,detriment detrimental,literal,clean,
1420-01,54,CET-6,devastate,devastate,devastate,canonical,,devastate devastating devastation,literal,clean,
1420-02,54,CET-6,devastate,devastating,devastating,derived,,devastate devastating devastation,literal,clean,
1420-03,54,CET-6,devastate,devastation,devastation,derived,,devastate devastating devastation,literal,clean,
1421-01,54,CET-4,develop,develop,develop,canonical,,develop development developmental developer,literal,clean,
1421-02,54,CET-4,develop,development,development,derived,,develop development developmental developer,literal,clean,
1421-03,54,CET-4,develop,developmental,developmental,derived,,develop development developmental developer,literal,clean,
1421-04,54,CET-4,develop,developer,developer,derived,,develop development developmental developer,literal,clean,
1422-01,54,CET-6,deviate,deviate,deviate,canonical,,deviate deviation,literal,clean,
1422-02,54,CET-6,deviate,deviation,deviation,derived,,deviate deviation,literal,clean,
1423-01,54,CET-4,device,device,device,canonical,,device,literal,clean,
1424-01,54,CET-4,devil,devil,devil,canonical,,devil,literal,clean,
1425-01,54,CET-4,devise,devise,devise,canonical,,devise,literal,clean,
1426-01,54,CET-4,devote,devote,devote,canonical,,devote devotion,literal,clean,
1426-02,54,CET-4,devote,devotion,devotion,derived,,devote devotion,literal,clean,
1427-01,54,CET-6,devour,devour,devour,canonical,,devour,literal,clean,
1428-01,54,CET-4,dew,dew,dew,canonical,,dew,literal,clean,
1429-01,55,CET-4,diabetes,diabetes,diabetes,canonical,,diabetes,literal,clean,
1430-01,55,CET-4,diagnose,diagnose,diagnose,canonical,,diagnose diagnosis,literal,clean,
1430-02,55,CET-4,diagnose,diagnosis,diagnosis,derived,,diagnose diagnosis,literal,clean,
1431-01,55,CET-4,diagram,diagram,diagram,canonical,,diagram,literal,clean,
1432-01,55,CET-4,dial,dial,dial,canonical,,dial,literal,clean,
1433-01,55,CET-4,dialect,dialect,dialect,canonical,,dialect,literal,clean,
1434-01,55,CET-4,dialog,dialog,dialog,canonical,,dialog(ue),optional_omitted,spot_check,括号可选拼写
1434-02,55,CET-4,dialog,dialogue,dialogue,canonical_variant,,dialog(ue),optional_included,spot_check,括号可选拼写
1435-01,55,CET-4,diameter,diameter,diameter,canonical,,diameter,literal,clean,
1436-01,55,CET-4,diamond,diamond,diamond,canonical,,diamond,literal,clean,
1437-01,55,CET-4,diary,diary,diary,canonical,,diary,literal,clean,
1438-01,55,CET-4,dictate,dictate,dictate,canonical,,dictate dictation dictator,literal,clean,
1438-02,55,CET-4,dictate,dictation,dictation,derived,,dictate dictation dictator,literal,clean,
1438-03,55,CET-4,dictate,dictator,dictator,derived,,dictate dictation dictator,literal,clean,
1439-01,55,CET-4,dictionary,dictionary,dictionary,canonical,,dictionary,literal,clean,
1440-01,55,CET-4,die,die,die,canonical,,die dying,literal,clean,
1440-02,55,CET-4,die,dying,dying,derived,,die dying,literal,clean,
1441-01,55,CET-6,diesel,diesel,diesel,canonical,,diesel,literal,clean,
1442-01,55,CET-4,diet,diet,diet,canonical,,diet dietary,literal,clean,
1442-02,55,CET-4,diet,dietary,dietary,derived,,diet dietary,literal,clean,
1443-01,55,CET-4,differ,differ,differ,canonical,,differ difference different,literal,clean,
1443-02,55,CET-4,differ,difference,difference,derived,,differ difference different,literal,clean,
1443-03,55,CET-4,differ,different,different,derived,,differ difference different,literal,clean,
1444-01,55,CET-6,differentiate,differentiate,differentiate,canonical,,differentiate differentiation,literal,clean,
1444-02,55,CET-6,differentiate,differentiation,differentiation,derived,,differentiate differentiation,literal,clean,
1445-01,55,CET-4,difficult,difficult,difficult,canonical,,difficult difficulty,literal,clean,
1445-02,55,CET-4,difficult,difficulty,difficulty,derived,,difficult difficulty,literal,clean,
1446-01,55,CET-6,diffuse,diffuse,diffuse,canonical,,diffuse diffusion,literal,clean,
1446-02,55,CET-6,diffuse,diffusion,diffusion,derived,,diffuse diffusion,literal,clean,
1447-01,55,CET-4,dig,dig,dig,canonical,,dig,literal,clean,
1448-01,55,CET-4,digest,digest,digest,canonical,,digest digestion digestive,literal,clean,
1448-02,55,CET-4,digest,digestion,digestion,derived,,digest digestion digestive,literal,clean,
1448-03,55,CET-4,digest,digestive,digestive,derived,,digest digestion digestive,literal,clean,
1449-01,55,CET-4,digit,digit,digit,canonical,,digit digital,literal,clean,
1449-02,55,CET-4,digit,digital,digital,derived,,digit digital,literal,clean,
1450-01,55,CET-4,dignity,dignity,dignity,canonical,,dignity dignify,literal,clean,
1450-02,55,CET-4,dignity,dignify,dignify,derived,,dignity dignify,literal,clean,
1451-01,55,CET-4,dilemma,dilemma,dilemma,canonical,,dilemma,literal,clean,
1452-01,55,CET-4,diligent,diligent,diligent,canonical,,diligent diligence,literal,clean,
1452-02,55,CET-4,diligent,diligence,diligence,derived,,diligent diligence,literal,clean,
1453-01,55,CET-6,dilute,dilute,dilute,canonical,,dilute dilution,literal,clean,
1453-02,55,CET-6,dilute,dilution,dilution,derived,,dilute dilution,literal,clean,
1454-01,55,CET-4,dim,dim,dim,canonical,,dim,literal,clean,
1455-01,55,CET-4,dime,dime,dime,canonical,,dime,literal,clean,
1456-01,55,CET-4,dimension,dimension,dimension,canonical,,dimension dimensional,literal,clean,
1456-02,55,CET-4,dimension,dimensional,dimensional,derived,,dimension dimensional,literal,clean,
1457-01,55,CET-6,diminish,diminish,diminish,canonical,,diminish,literal,clean,
1458-01,55,CET-4,dine,dine,dine,canonical,,dine diner,literal,clean,
1458-02,55,CET-4,dine,diner,diner,derived,,dine diner,literal,clean,
1459-01,55,CET-4,dinner,dinner,dinner,canonical,,dinner,literal,clean,
1460-01,55,CET-6,dinosaur,dinosaur,dinosaur,canonical,,dinosaur,literal,clean,
1461-01,55,CET-4,dioxide,dioxide,dioxide,canonical,,dioxide,literal,clean,
1462-01,55,CET-4,dip,dip,dip,canonical,,dip,literal,clean,
1463-01,55,CET-4,diploma,diploma,diploma,canonical,,diploma,literal,clean,
1464-01,55,CET-4,diplomat,diplomat,diplomat,canonical,,diplomat diplomatic diplomacy,literal,clean,
1464-02,55,CET-4,diplomat,diplomatic,diplomatic,derived,,diplomat diplomatic diplomacy,literal,clean,
1464-03,55,CET-4,diplomat,diplomacy,diplomacy,derived,,diplomat diplomatic diplomacy,literal,clean,
1465-01,55,CET-4,direct,direct,direct,canonical,,direct direction director,literal,clean,
1465-02,55,CET-4,direct,direction,direction,derived,,direct direction director,literal,clean,
1465-03,55,CET-4,direct,director,director,derived,,direct direction director,literal,clean,
1466-01,55,CET-6,directory,directory,directory,canonical,,directory,literal,clean,
1467-01,55,CET-4,dirt,dirt,dirt,canonical,,dirt dirty,literal,clean,
1467-02,55,CET-4,dirt,dirty,dirty,derived,,dirt dirty,literal,clean,
1468-01,55,CET-4,disable,disable,disable,canonical,,disable disabled disability,literal,clean,
1468-02,55,CET-4,disable,disabled,disabled,derived,,disable disabled disability,literal,clean,
1468-03,55,CET-4,disable,disability,disability,derived,,disable disabled disability,literal,clean,
1469-01,55,CET-4,disagree,disagree,disagree,canonical,,disagree disagreement,literal,clean,
1469-02,55,CET-4,disagree,disagreement,disagreement,derived,,disagree disagreement,literal,clean,
1470-01,55,CET-4,disappear,disappear,disappear,canonical,,disappear disappearance,literal,clean,
1470-02,55,CET-4,disappear,disappearance,disappearance,derived,,disappear disappearance,literal,clean,
1471-01,56,CET-4,disappoint,disappoint,disappoint,canonical,,disappoint disappointment disappointing,literal,clean,
1471-02,56,CET-4,disappoint,disappointment,disappointment,derived,,disappoint disappointment disappointing,literal,clean,
1471-03,56,CET-4,disappoint,disappointing,disappointing,derived,,disappoint disappointment disappointing,literal,clean,
1472-01,56,CET-4,disapprove,disapprove,disapprove,canonical,,disapprove disapproval,literal,clean,
1472-02,56,CET-4,disapprove,disapproval,disapproval,derived,,disapprove disapproval,literal,clean,
1473-01,56,CET-6,disarm,disarm,disarm,canonical,,disarm disarmament,literal,clean,
1473-02,56,CET-6,disarm,disarmament,disarmament,derived,,disarm disarmament,literal,clean,
1474-01,56,CET-4,disaster,disaster,disaster,canonical,,disaster disastrous,literal,clean,
1474-02,56,CET-4,disaster,disastrous,disastrous,derived,,disaster disastrous,literal,clean,
1475-01,56,CET-4,discard,discard,discard,canonical,,discard,literal,clean,
1476-01,56,CET-6,discern,discern,discern,canonical,,discern,literal,clean,
1477-01,56,CET-4,discharge,discharge,discharge,canonical,,discharge,literal,clean,
1478-01,56,CET-4,discipline,discipline,discipline,canonical,,discipline disciplined disciplinary,literal,clean,
1478-02,56,CET-4,discipline,disciplined,disciplined,derived,,discipline disciplined disciplinary,literal,clean,
1478-03,56,CET-4,discipline,disciplinary,disciplinary,derived,,discipline disciplined disciplinary,literal,clean,
1479-01,56,CET-6,disclose,disclose,disclose,canonical,,disclose disclosure,literal,clean,
1479-02,56,CET-6,disclose,disclosure,disclosure,derived,,disclose disclosure,literal,clean,
1480-01,56,CET-4,disco,disco,disco,canonical,,disco,literal,clean,
1481-01,56,CET-6,discord,discord,discord,canonical,,discord,literal,clean,
1482-01,56,CET-4,discount,discount,discount,canonical,,discount,literal,clean,
1483-01,56,CET-4,discourage,discourage,discourage,canonical,,discourage,literal,clean,
1484-01,56,CET-6,discourse,discourse,discourse,canonical,,discourse,literal,clean,
1485-01,56,CET-4,discover,discover,discover,canonical,,discover discovery,literal,clean,
1485-02,56,CET-4,discover,discovery,discovery,derived,,discover discovery,literal,clean,
1486-01,56,CET-6,discreet,discreet,discreet,canonical,,discreet,literal,clean,
1487-01,56,CET-6,discrepancy,discrepancy,discrepancy,canonical,,discrepancy,literal,clean,
1488-01,56,CET-4,discriminate,discriminate,discriminate,canonical,,discriminate discrimination discriminatory,literal,clean,
1488-02,56,CET-4,discriminate,discrimination,discrimination,derived,,discriminate discrimination discriminatory,literal,clean,
1488-03,56,CET-4,discriminate,discriminatory,discriminatory,derived,,discriminate discrimination discriminatory,literal,clean,
1489-01,56,CET-4,discuss,discuss,discuss,canonical,,discuss discussion,literal,clean,
1489-02,56,CET-4,discuss,discussion,discussion,derived,,discuss discussion,literal,clean,
1490-01,56,CET-4,disease,disease,disease,canonical,,disease,literal,clean,
1491-01,56,CET-4,disguise,disguise,disguise,canonical,,disguise,literal,clean,
1492-01,56,CET-4,disgust,disgust,disgust,canonical,,disgust disgusting,literal,clean,
1492-02,56,CET-4,disgust,disgusting,disgusting,derived,,disgust disgusting,literal,clean,
1493-01,56,CET-4,dish,dish,dish,canonical,,dish,literal,clean,
1494-01,56,CET-4,disintegrate,disintegrate,disintegrate,canonical,,disintegrate disintegration,literal,clean,
1494-02,56,CET-4,disintegrate,disintegration,disintegration,derived,,disintegrate disintegration,literal,clean,
1495-01,56,CET-4,disk,disk,disk,canonical,,disk/disc,literal,clean,
1495-02,56,CET-4,disk,disc,disc,canonical_variant,,disk/disc,slash_alternative:literal,spot_check,斜杠并列形式
1496-01,56,CET-4,dislike,dislike,dislike,canonical,,dislike,literal,clean,
1497-01,56,CET-6,dismantle,dismantle,dismantle,canonical,,dismantle,literal,clean,
1498-01,56,CET-6,dismay,dismay,dismay,canonical,,dismay,literal,clean,
1499-01,56,CET-4,dismiss,dismiss,dismiss,canonical,,dismiss dismissal,literal,clean,
1499-02,56,CET-4,dismiss,dismissal,dismissal,derived,,dismiss dismissal,literal,clean,
1500-01,56,CET-4,disorder,disorder,disorder,canonical,,disorder,literal,clean,
1501-01,56,CET-6,dispatch,dispatch,dispatch,canonical,,dispatch/despatch,literal,clean,
1501-02,56,CET-6,dispatch,despatch,despatch,canonical_variant,,dispatch/despatch,slash_alternative:literal,required,斜杠并列形式；同一拼写同时出现在 CET-4 与 CET-6 词族中
1502-01,56,CET-6,dispense,dispense,dispense,canonical,,dispense,literal,clean,
1503-01,56,CET-6,disperse,disperse,disperse,canonical,,disperse,literal,clean,
1504-01,56,CET-6,displace,displace,displace,canonical,,displace displacement,literal,clean,
1504-02,56,CET-6,displace,displacement,displacement,derived,,displace displacement,literal,clean,
1505-01,56,CET-4,display,display,display,canonical,,display,literal,clean,
1506-01,56,CET-4,dispose,dispose,dispose,canonical,,dispose disposal,literal,clean,
1506-02,56,CET-4,dispose,disposal,disposal,derived,,dispose disposal,literal,clean,
1507-01,56,CET-6,disposition,disposition,disposition,canonical,,disposition,literal,clean,
1508-01,56,CET-4,dispute,dispute,dispute,canonical,,dispute disputable,literal,clean,
1508-02,56,CET-4,dispute,disputable,disputable,derived,,dispute disputable,literal,clean,
1509-01,56,CET-6,disregard,disregard,disregard,canonical,,disregard,literal,clean,
1510-01,56,CET-4,disrupt,disrupt,disrupt,canonical,,disrupt disruptive disruption,literal,clean,
1510-02,56,CET-4,disrupt,disruptive,disruptive,derived,,disrupt disruptive disruption,literal,clean,
1510-03,56,CET-4,disrupt,disruption,disruption,derived,,disrupt disruptive disruption,literal,clean,
1511-01,56,CET-6,dissent,dissent,dissent,canonical,,dissent,literal,clean,
1512-01,56,CET-6,dissertation,dissertation,dissertation,canonical,,dissertation,literal,clean,
1513-01,57,CET-6,dissident,dissident,dissident,canonical,,dissident,literal,clean,
1514-01,57,CET-4,dissolve,dissolve,dissolve,canonical,,dissolve,literal,clean,
1515-01,57,CET-4,distance,distance,distance,canonical,,distance distant,literal,clean,
1515-02,57,CET-4,distance,distant,distant,derived,,distance distant,literal,clean,
1516-01,57,CET-6,distil,distil,distil,canonical,,distil(l),optional_omitted,spot_check,括号可选拼写
1516-02,57,CET-6,distil,distill,distill,canonical_variant,,distil(l),optional_included,spot_check,括号可选拼写
1517-01,57,CET-4,distinct,distinct,distinct,canonical,,distinct distinction distinctive,literal,clean,
1517-02,57,CET-4,distinct,distinction,distinction,derived,,distinct distinction distinctive,literal,clean,
1517-03,57,CET-4,distinct,distinctive,distinctive,derived,,distinct distinction distinctive,literal,clean,
1518-01,57,CET-4,distinguish,distinguish,distinguish,canonical,,distinguish distinguishable,literal,clean,
1518-02,57,CET-4,distinguish,distinguishable,distinguishable,derived,,distinguish distinguishable,literal,clean,
1519-01,57,CET-6,distort,distort,distort,canonical,,distort distortion,literal,clean,
1519-02,57,CET-6,distort,distortion,distortion,derived,,distort distortion,literal,clean,
1520-01,57,CET-4,distract,distract,distract,canonical,,distract distraction,literal,clean,
1520-02,57,CET-4,distract,distraction,distraction,derived,,distract distraction,literal,clean,
1521-01,57,CET-4,distress,distress,distress,canonical,,distress distressful,literal,clean,
1521-02,57,CET-4,distress,distressful,distressful,derived,,distress distressful,literal,clean,
1522-01,57,CET-4,distribute,distribute,distribute,canonical,,distribute distribution distributive,literal,clean,
1522-02,57,CET-4,distribute,distribution,distribution,derived,,distribute distribution distributive,literal,clean,
1522-03,57,CET-4,distribute,distributive,distributive,derived,,distribute distribution distributive,literal,clean,
1523-01,57,CET-4,district,district,district,canonical,,district,literal,clean,
1524-01,57,CET-4,disturb,disturb,disturb,canonical,,disturb disturbance,literal,clean,
1524-02,57,CET-4,disturb,disturbance,disturbance,derived,,disturb disturbance,literal,clean,
1525-01,57,CET-4,ditch,ditch,ditch,canonical,,ditch,literal,clean,
1526-01,57,CET-4,dive,dive,dive,canonical,,dive,literal,clean,
1527-01,57,CET-4,diverse,diverse,diverse,canonical,,diverse diversify diversity,literal,clean,
1527-02,57,CET-4,diverse,diversify,diversify,derived,,diverse diversify diversity,literal,clean,
1527-03,57,CET-4,diverse,diversity,diversity,derived,,diverse diversify diversity,literal,clean,
1528-01,57,CET-6,divert,divert,divert,canonical,,divert diversion,literal,clean,
1528-02,57,CET-6,divert,diversion,diversion,derived,,divert diversion,literal,clean,
1529-01,57,CET-4,divide,divide,divide,canonical,,divide division divisive,literal,clean,
1529-02,57,CET-4,divide,division,division,derived,,divide division divisive,literal,clean,
1529-03,57,CET-4,divide,divisive,divisive,derived,,divide division divisive,literal,clean,
1530-01,57,CET-6,dividend,dividend,dividend,canonical,,dividend,literal,clean,
1531-01,57,CET-6,divine,divine,divine,canonical,,divine,literal,clean,
1532-01,57,CET-4,divorce,divorce,divorce,canonical,,divorce,literal,clean,
1533-01,57,CET-4,dizzy,dizzy,dizzy,canonical,,dizzy,literal,clean,
1534-01,57,CET-4,do,do,do,canonical,,do,literal,clean,
1535-01,57,CET-4,dock,dock,dock,canonical,,dock,literal,clean,
1536-01,57,CET-4,doctor,doctor,doctor,canonical,,doctor doctorate doctoral,literal,clean,
1536-02,57,CET-4,doctor,doctorate,doctorate,derived,,doctor doctorate doctoral,literal,clean,
1536-03,57,CET-4,doctor,doctoral,doctoral,derived,,doctor doctorate doctoral,literal,clean,
1537-01,57,CET-6,doctrine,doctrine,doctrine,canonical,,doctrine,literal,clean,
1538-01,57,CET-4,document,document,document,canonical,,document documentary,literal,clean,
1538-02,57,CET-4,document,documentary,documentary,derived,,document documentary,literal,clean,
1539-01,57,CET-6,dodge,dodge,dodge,canonical,,dodge,literal,clean,
1540-01,57,CET-4,dog,dog,dog,canonical,,dog,literal,clean,
1541-01,57,CET-6,dogma,dogma,dogma,canonical,,dogma,literal,clean,
1542-01,57,CET-6,dole,dole,dole,canonical,,dole,literal,clean,
1543-01,57,CET-4,doll,doll,doll,canonical,,doll,literal,clean,
1544-01,57,CET-4,dollar,dollar,dollar,canonical,,dollar,literal,clean,
1545-01,57,CET-4,dolphin,dolphin,dolphin,canonical,,dolphin,literal,clean,
1546-01,57,CET-6,domain,domain,domain,canonical,,domain,literal,clean,
1547-01,57,CET-6,dome,dome,dome,canonical,,dome,literal,clean,
1548-01,57,CET-4,domestic,domestic,domestic,canonical,,domestic,literal,clean,
1549-01,57,CET-4,dominate,dominate,dominate,canonical,,dominate domination dominance dominant,literal,clean,
1549-02,57,CET-4,dominate,domination,domination,derived,,dominate domination dominance dominant,literal,clean,
1549-03,57,CET-4,dominate,dominance,dominance,derived,,dominate domination dominance dominant,literal,clean,
1549-04,57,CET-4,dominate,dominant,dominant,derived,,dominate domination dominance dominant,literal,clean,
1550-01,57,CET-4,donate,donate,donate,canonical,,donate donation donor,literal,clean,
1550-02,57,CET-4,donate,donation,donation,derived,,donate donation donor,literal,clean,
1550-03,57,CET-4,donate,donor,donor,derived,,donate donation donor,literal,clean,
1551-01,57,CET-4,donkey,donkey,donkey,canonical,,donkey,literal,clean,
1552-01,57,CET-4,doom,doom,doom,canonical,,doom,literal,clean,
1553-01,57,CET-4,door,door,door,canonical,,door,literal,clean,
1554-01,57,CET-4,dormitory,dormitory,dormitory,canonical,,dormitory/dorm,literal,clean,
1554-02,57,CET-4,dormitory,dorm,dorm,canonical_variant,,dormitory/dorm,slash_alternative:literal,spot_check,斜杠并列形式；缩写形式
1555-01,58,CET-4,dose,dose,dose,canonical,,dose dosage,literal,clean,
1555-02,58,CET-4,dose,dosage,dosage,derived,,dose dosage,literal,clean,
1556-01,58,CET-4,dot,dot,dot,canonical,,dot,literal,clean,
1557-01,58,CET-4,double,double,double,canonical,,double,literal,clean,
1558-01,58,CET-4,doubt,doubt,doubt,canonical,,doubt doubtful doubtless,literal,clean,
1558-02,58,CET-4,doubt,doubtful,doubtful,derived,,doubt doubtful doubtless,literal,clean,
1558-03,58,CET-4,doubt,doubtless,doubtless,derived,,doubt doubtful doubtless,literal,clean,
1559-01,58,CET-6,dough,dough,dough,canonical,,dough,literal,clean,
1560-01,58,CET-4,dove,dove,dove,canonical,,dove,literal,clean,
1561-01,58,CET-4,down,down,down,canonical,,down,literal,clean,
1562-01,58,CET-6,downgrade,downgrade,downgrade,canonical,,downgrade,literal,clean,
1563-01,58,CET-4,download,download,download,canonical,,download,literal,clean,
1564-01,58,CET-4,downstairs,downstairs,downstairs,canonical,,downstairs,literal,clean,
1565-01,58,CET-4,downtown,downtown,downtown,canonical,,downtown,literal,clean,
1566-01,58,CET-4,downward,downward,downward,canonical,,downward downwards,literal,clean,
1566-02,58,CET-4,downward,downwards,downwards,derived,,downward downwards,literal,clean,
1567-01,58,CET-6,doze,doze,doze,canonical,,doze,literal,clean,
1568-01,58,CET-4,dozen,dozen,dozen,canonical,,dozen,literal,clean,
1569-01,58,CET-4,draft,draft,draft,canonical,,draft,literal,clean,
1570-01,58,CET-4,drag,drag,drag,canonical,,drag,literal,clean,
1571-01,58,CET-4,dragon,dragon,dragon,canonical,,dragon,literal,clean,
1572-01,58,CET-4,drain,drain,drain,canonical,,drain drainage,literal,clean,
1572-02,58,CET-4,drain,drainage,drainage,derived,,drain drainage,literal,clean,
1573-01,58,CET-4,drama,drama,drama,canonical,,drama dramatic dramatically,literal,clean,
1573-02,58,CET-4,drama,dramatic,dramatic,derived,,drama dramatic dramatically,literal,clean,
1573-03,58,CET-4,drama,dramatically,dramatically,derived,,drama dramatic dramatically,literal,clean,
1574-01,58,CET-4,drastic,drastic,drastic,canonical,,drastic drastically,literal,clean,
1574-02,58,CET-4,drastic,drastically,drastically,derived,,drastic drastically,literal,clean,
1575-01,58,CET-4,draw,draw,draw,canonical,,draw drawing,literal,clean,
1575-02,58,CET-4,draw,drawing,drawing,derived,,draw drawing,literal,clean,
1576-01,58,CET-6,drawback,drawback,drawback,canonical,,drawback,literal,clean,
1577-01,58,CET-4,drawer,drawer,drawer,canonical,,drawer,literal,clean,
1578-01,58,CET-6,dread,dread,dread,canonical,,dread dreadful,literal,clean,
1578-02,58,CET-6,dread,dreadful,dreadful,derived,,dread dreadful,literal,clean,
1579-01,58,CET-4,dream,dream,dream,canonical,,dream dreamy,literal,clean,
1579-02,58,CET-4,dream,dreamy,dreamy,derived,,dream dreamy,literal,clean,
1580-01,58,CET-4,dress,dress,dress,canonical,,dress,literal,clean,
1581-01,58,CET-6,dressing,dressing,dressing,canonical,,dressing,literal,clean,
1582-01,58,CET-4,drift,drift,drift,canonical,,drift,literal,clean,
1583-01,58,CET-4,drill,drill,drill,canonical,,drill,literal,clean,
1584-01,58,CET-4,drink,drink,drink,canonical,,drink,literal,clean,
1585-01,58,CET-4,drip,drip,drip,canonical,,drip,literal,clean,
1586-01,58,CET-4,drive,drive,drive,canonical,,drive driver,literal,clean,
1586-02,58,CET-4,drive,driver,driver,derived,,drive driver,literal,clean,
1587-01,58,CET-4,drop,drop,drop,canonical,,drop,literal,clean,
1588-01,58,CET-4,dropout,dropout,dropout,canonical,,dropout,literal,clean,
1589-01,58,CET-4,drought,drought,drought,canonical,,drought,literal,clean,
1590-01,58,CET-4,drown,drown,drown,canonical,,drown,literal,clean,
1591-01,58,CET-4,drug,drug,drug,canonical,,drug,literal,clean,
1592-01,58,CET-4,drum,drum,drum,canonical,,drum,literal,clean,
1593-01,58,CET-4,drunk,drunk,drunk,canonical,,drunk drunken drunkard,literal,clean,
1593-02,58,CET-4,drunk,drunken,drunken,derived,,drunk drunken drunkard,literal,clean,
1593-03,58,CET-4,drunk,drunkard,drunkard,derived,,drunk drunken drunkard,literal,clean,
1594-01,58,CET-4,dry,dry,dry,canonical,,dry dryer,literal,clean,
1594-02,58,CET-4,dry,dryer,dryer,derived,,dry dryer,literal,clean,
1595-01,58,CET-4,dual,dual,dual,canonical,,dual,literal,clean,
1596-01,58,CET-6,dub,dub,dub,canonical,,dub,literal,clean,
1597-01,59,CET-6,dubious,dubious,dubious,canonical,,dubious,literal,clean,
1598-01,59,CET-4,duck,duck,duck,canonical,,duck,literal,clean,
1599-01,59,CET-4,due,due,due,canonical,,due duly,literal,clean,
1599-02,59,CET-4,due,duly,duly,derived,,due duly,literal,clean,
1600-01,59,CET-4,dull,dull,dull,canonical,,dull,literal,clean,
1601-01,59,CET-4,dumb,dumb,dumb,canonical,,dumb,literal,clean,
1602-01,59,CET-4,dump,dump,dump,canonical,,dump,literal,clean,
1603-01,59,CET-6,duplicate,duplicate,duplicate,canonical,,duplicate duplication,literal,clean,
1603-02,59,CET-6,duplicate,duplication,duplication,derived,,duplicate duplication,literal,clean,
1604-01,59,CET-4,durable,durable,durable,canonical,,durable durability,literal,clean,
1604-02,59,CET-4,durable,durability,durability,derived,,durable durability,literal,clean,
1605-01,59,CET-4,duration,duration,duration,canonical,,duration,literal,clean,
1606-01,59,CET-4,during,during,during,canonical,,during,literal,clean,
1607-01,59,CET-4,dusk,dusk,dusk,canonical,,dusk,literal,clean,
1608-01,59,CET-4,dust,dust,dust,canonical,,dust dusty,literal,clean,
1608-02,59,CET-4,dust,dusty,dusty,derived,,dust dusty,literal,clean,
1609-01,59,CET-4,duty,duty,duty,canonical,,duty,literal,clean,
1610-01,59,CET-6,dwarf,dwarf,dwarf,canonical,,dwarf,literal,clean,
1611-01,59,CET-6,dwell,dwell,dwell,canonical,,dwell dweller dwelling,literal,clean,
1611-02,59,CET-6,dwell,dweller,dweller,derived,,dwell dweller dwelling,literal,clean,
1611-03,59,CET-6,dwell,dwelling,dwelling,derived,,dwell dweller dwelling,literal,clean,
1612-01,59,CET-4,dye,dye,dye,canonical,,dye,literal,clean,
1613-01,59,CET-4,dynamic,dynamic,dynamic,canonical,,dynamic dynamics,literal,clean,
1613-02,59,CET-4,dynamic,dynamics,dynamics,derived,,dynamic dynamics,literal,clean,
1614-01,59,CET-4,dynasty,dynasty,dynasty,canonical,,dynasty,literal,clean,
1615-01,59,CET-4,each,each,each,canonical,,each,literal,clean,
